Title,Keyword,Search Type,Product Type,Mean,Median,Mode,Mode Freq,Std Dev,Max,Min,Percentile25,Percentile75
Percent Discounted,lapis lazuli,Organic,All,0.2,0.14,0.13,5.0,0.14,0.78,0.05,0.1,0.28
Revenue,lapis lazuli,Organic,Best Seller,6566.43,9230.13,1443.59,1.0,4639.25,11678.31,1443.59,1805.09,10001.38
Price,lapis lazuli,Organic,Best Seller,9.99,9.99,9.99,2.0,3.4,14.49,5.99,7.49,12.24
Rating,lapis lazuli,Organic,Best Seller,4.39,4.3,4.3,4.0,0.12,4.6,4.3,4.3,4.45
Reviews Count,lapis lazuli,Organic,Best Seller,600.29,637.0,241.0,3.0,375.48,1169.0,241.0,241.0,836.5
Amount Discounted,lapis lazuli,Organic,Best Seller,,,,,,,,,
Percent Discounted,lapis lazuli,Organic,Best Seller,,,,,,,,,
Revenue,lapis lazuli,Organic,Past Month Sales Volume,30968.59,4849.03,179.82,2.0,107423.37,991392.09,101.83,1984.06,24431.46
Price,lapis lazuli,Organic,Past Month Sales Volume,17.3,14.99,9.99,10.0,11.47,97.99,5.99,10.49,19.99
Rating,lapis lazuli,Organic,Past Month Sales Volume,4.41,4.5,4.6,21.0,0.23,4.8,3.4,4.3,4.6
Reviews Count,lapis lazuli,Organic,Past Month Sales Volume,1528.92,367.0,18.0,2.0,3223.19,24791.0,12.0,153.0,1446.0
Amount Discounted,lapis lazuli,Organic,Past Month Sales Volume,2.53,2.0,2.0,3.0,1.39,5.01,1.0,1.82,3.0
Percent Discounted,lapis lazuli,Organic,Past Month Sales Volume,0.14,0.12,0.12,3.0,0.08,0.33,0.06,0.11,0.12
Revenue,lapis lazuli,Organic,Prime,6690.0,659.88,9.99,11.0,27255.91,991392.09,3.99,129.0,3776.86
Price,lapis lazuli,Organic,Prime,27.0,17.99,9.99,221.0,35.8,650.0,3.99,11.99,27.0
Rating,lapis lazuli,Organic,Prime,4.04,4.4,4.5,438.0,1.22,5.0,0.0,4.1,4.6
Reviews Count,lapis lazuli,Organic,Prime,411.04,29.0,1.0,197.0,1313.46,24791.0,1.0,5.0,223.75
Amount Discounted,lapis lazuli,Organic,Prime,5.4,3.0,1.0,21.0,15.08,178.25,0.6,1.84,5.0
Percent Discounted,lapis lazuli,Organic,Prime,0.2,0.13,0.13,5.0,0.14,0.78,0.05,0.1,0.27
Revenue,lapis lazuli,Paid,All,7061.5,1187.01,1885.64,3.0,16966.61,128952.32,9.98,247.48,4375.75
Price,lapis lazuli,Paid,All,35.77,13.49,9.99,18.0,81.2,884.99,4.99,8.99,26.7
Rating,lapis lazuli,Paid,All,4.11,4.5,4.5,35.0,1.23,5.0,0.0,4.3,4.6
Reviews Count,lapis lazuli,Paid,All,542.79,76.0,1.0,10.0,1284.36,7168.0,1.0,12.5,281.0
Amount Discounted,lapis lazuli,Paid,All,2.72,2.18,1.0,4.0,2.15,9.0,0.78,1.0,3.62
Percent Discounted,lapis lazuli,Paid,All,0.16,0.16,0.17,3.0,0.06,0.29,0.09,0.11,0.18
Revenue,lapis lazuli,Paid,Best Seller,17584.65,17584.65,17584.65,1.0,,17584.65,17584.65,17584.65,17584.65
Price,lapis lazuli,Paid,Best Seller,16.99,16.99,16.99,1.0,,16.99,16.99,16.99,16.99
Rating,lapis lazuli,Paid,Best Seller,4.5,4.5,4.5,1.0,,4.5,4.5,4.5,4.5
Reviews Count,lapis lazuli,Paid,Best Seller,1035.0,1035.0,1035.0,1.0,,1035.0,1035.0,1035.0,1035.0
Amount Discounted,lapis lazuli,Paid,Best Seller,,,,,,,,,
Percent Discounted,lapis lazuli,Paid,Best Seller,,,,,,,,,
Revenue,lapis lazuli,Paid,Past Month Sales Volume,12527.97,3967.83,69.95,1.0,20096.66,78455.92,69.95,369.38,16383.91
Price,lapis lazuli,Paid,Past Month Sales Volume,12.25,11.99,13.99,4.0,6.26,26.9,4.99,7.16,14.24
Rating,lapis lazuli,Paid,Past Month Sales Volume,4.56,4.6,4.6,4.0,0.23,5.0,4.2,4.45,4.7
Reviews Count,lapis lazuli,Paid,Past Month Sales Volume,992.38,255.5,69.0,2.0,1522.31,5608.0,5.0,58.5,1218.0
Amount Discounted,lapis lazuli,Paid,Past Month Sales Volume,1.26,1.0,0.78,1.0,0.65,2.0,0.78,0.89,1.5
Percent Discounted,lapis lazuli,Paid,Past Month Sales Volume,0.13,0.13,0.1,1.0,0.03,0.17,0.1,0.11,0.15
Revenue,lapis lazuli,Paid,Prime,7584.14,1208.07,2336.1,3.0,17496.71,128952.32,9.98,297.0,5488.14
Price,lapis lazuli,Paid,Prime,27.45,12.99,9.99,16.0,47.87,362.99,4.99,8.99,20.74
Rating,lapis lazuli,Paid,Prime,4.22,4.5,4.5,31.0,1.06,5.0,0.0,4.3,4.6
Reviews Count,lapis lazuli,Paid,Prime,574.26,85.0,1.0,6.0,1272.99,7168.0,1.0,15.5,332.5
Amount Discounted,lapis lazuli,Paid,Prime,2.6,2.0,1.0,4.0,2.27,9.0,0.78,1.0,3.37
Percent Discounted,lapis lazuli,Paid,Prime,0.15,0.14,0.17,3.0,0.06,0.26,0.09,0.1,0.17
Revenue,moonstone,Organic,All,8172.35,596.89,19.99,16.0,38899.5,1118520.0,1.58,120.0,3322.14
Price,moonstone,Organic,All,33.66,22.99,9.99,249.0,64.74,2828.0,0.39,14.02,33.99
Rating,moonstone,Organic,All,4.01,4.4,4.5,695.0,1.23,5.0,0.0,4.0,4.6
Reviews Count,moonstone,Organic,All,440.54,24.0,1.0,521.0,1846.48,47299.0,1.0,5.0,144.0
Amount Discounted,moonstone,Organic,All,5.54,3.0,1.0,56.0,7.74,90.4,0.5,1.56,6.24
Percent Discounted,moonstone,Organic,All,0.19,0.14,0.07,12.0,0.14,0.85,0.05,0.08,0.25
Revenue,moonstone,Organic,Best Seller,186977.88,16379.5,11678.31,2.0,309983.55,1118520.0,949.05,4675.32,341022.5
Price,moonstone,Organic,Best Seller,18.47,12.99,9.99,7.0,15.37,72.0,8.99,9.99,14.99
Rating,moonstone,Organic,Best Seller,4.39,4.4,4.3,7.0,0.26,4.8,3.7,4.3,4.6
Reviews Count,moonstone,Organic,Best Seller,7775.59,1169.0,241.0,3.0,11458.18,47299.0,95.0,365.0,15535.0
Amount Discounted,moonstone,Organic,Best Seller,7.29,3.0,1.0,2.0,6.7,16.0,1.0,2.0,13.5
Percent Discounted,moonstone,Organic,Best Seller,0.17,0.2,0.2,2.0,0.06,0.23,0.08,0.14,0.22
Revenue,moonstone,Organic,Past Month Sales Volume,44599.23,9144.98,84191.82,3.0,114811.61,1118520.0,19.98,2274.57,36437.19
Price,moonstone,Organic,Past Month Sales Volume,16.91,13.98,9.99,47.0,13.11,149.0,4.99,10.99,16.99
Rating,moonstone,Organic,Past Month Sales Volume,4.38,4.4,4.5,87.0,0.27,5.0,2.9,4.3,4.6
Reviews Count,moonstone,Organic,Past Month Sales Volume,2624.58,611.5,9.0,4.0,5138.14,47299.0,2.0,144.5,2228.75
Amount Discounted,moonstone,Organic,Past Month Sales Volume,4.74,2.0,1.0,18.0,5.37,28.7,0.7,1.0,6.5
Percent Discounted,moonstone,Organic,Past Month Sales Volume,0.17,0.15,0.2,8.0,0.1,0.4,0.05,0.08,0.23
Revenue,moonstone,Organic,Prime,9169.08,719.4,39.96,16.0,41709.47,1118520.0,5.69,139.86,3871.02
Price,moonstone,Organic,Prime,28.86,20.5,9.99,239.0,39.38,1302.0,2.99,13.99,31.99
Rating,moonstone,Organic,Prime,4.09,4.4,4.5,646.0,1.08,5.0,0.0,4.1,4.6
Reviews Count,moonstone,Organic,Prime,499.63,32.0,1.0,346.0,1980.91,47299.0,1.0,6.0,180.0
Amount Discounted,moonstone,Organic,Prime,5.44,3.0,1.0,55.0,7.53,90.4,0.5,1.5,6.01
Percent Discounted,moonstone,Organic,Prime,0.18,0.13,0.07,12.0,0.14,0.72,0.05,0.08,0.25
Revenue,moonstone,Paid,All,7630.92,563.33,9544.17,3.0,30584.0,287862.4,12.99,138.66,3858.59
Price,moonstone,Paid,All,81.01,34.99,29.99,7.0,126.48,799.0,6.99,25.99,76.25
Rating,moonstone,Paid,All,4.13,4.5,5.0,29.0,1.29,5.0,0.0,4.1,4.72
Reviews Count,moonstone,Paid,All,347.96,10.0,1.0,20.0,1910.41,20272.0,1.0,3.0,83.0
Amount Discounted,moonstone,Paid,All,9.67,5.0,4.0,2.0,10.66,30.0,1.0,4.0,8.5
Percent Discounted,moonstone,Paid,All,0.18,0.11,0.06,1.0,0.21,0.74,0.06,0.09,0.15
Revenue,moonstone,Paid,Best Seller,,,,,,,,,
Price,moonstone,Paid,Best Seller,,,,,,,,,
Rating,moonstone,Paid,Best Seller,,,,,,,,,
Reviews Count,moonstone,Paid,Best Seller,,,,,,,,,
Amount Discounted,moonstone,Paid,Best Seller,,,,,,,,,
Percent Discounted,moonstone,Paid,Best Seller,,,,,,,,,
Revenue,moonstone,Paid,Past Month Sales Volume,52867.53,3622.49,12.99,1.0,95086.77,287862.4,12.99,649.35,50317.04
Price,moonstone,Paid,Past Month Sales Volume,38.78,23.99,9.99,2.0,50.86,169.99,9.99,12.99,31.95
Rating,moonstone,Paid,Past Month Sales Volume,4.21,4.4,4.4,3.0,0.6,5.0,3.0,4.2,4.5
Reviews Count,moonstone,Paid,Past Month Sales Volume,2796.0,151.0,1.0,1.0,6641.41,20272.0,1.0,13.0,973.0
Amount Discounted,moonstone,Paid,Past Month Sales Volume,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
Percent Discounted,moonstone,Paid,Past Month Sales Volume,0.09,0.09,0.09,1.0,,0.09,0.09,0.09,0.09
Revenue,moonstone,Paid,Prime,8132.98,633.8,9544.17,3.0,31945.37,287862.4,12.99,144.46,3932.4
Price,moonstone,Paid,Prime,81.81,34.99,29.99,7.0,128.65,799.0,6.99,26.49,69.69
Rating,moonstone,Paid,Prime,4.25,4.5,5.0,27.0,1.13,5.0,0.0,4.2,4.8
Reviews Count,moonstone,Paid,Prime,363.58,12.0,1.0,17.0,1993.42,20272.0,1.0,4.0,83.0
Amount Discounted,moonstone,Paid,Prime,9.67,5.0,4.0,2.0,10.66,30.0,1.0,4.0,8.5
Percent Discounted,moonstone,Paid,Prime,0.18,0.11,0.06,1.0,0.21,0.74,0.06,0.09,0.15
Revenue,pearl,Organic,All,11218.49,589.41,9.99,65.0,46989.54,1090089.0,0.06,99.2,3889.22
Price,pearl,Organic,All,24.95,12.66,9.99,903.0,78.45,2999.0,0.01,8.99,16.99
Rating,pearl,Organic,All,4.21,4.4,4.5,1161.0,0.92,5.0,0.0,4.2,4.6
Reviews Count,pearl,Organic,All,654.7,42.0,1.0,461.0,2638.44,45855.0,1.0,8.0,251.0
Amount Discounted,pearl,Organic,All,3.67,2.0,1.0,217.0,5.21,70.0,-3.51,1.0,4.0
Percent Discounted,pearl,Organic,All,0.2,0.17,0.07,38.0,0.14,0.77,-0.47,0.1,0.26
Revenue,pearl,Organic,Best Seller,88046.84,4675.32,4335.66,2.0,188444.84,807820.0,9.99,269.46,27087.3
Price,pearl,Organic,Best Seller,15.02,13.73,9.99,7.0,8.31,52.0,6.99,9.99,15.48
Rating,pearl,Organic,Best Seller,4.36,4.5,4.5,10.0,0.8,5.0,0.0,4.3,4.6
Reviews Count,pearl,Organic,Best Seller,4581.31,434.0,1.0,2.0,8735.5,26781.0,1.0,19.5,1670.5
Amount Discounted,pearl,Organic,Best Seller,4.26,2.46,6.0,2.0,4.05,13.0,1.0,1.73,6.0
Percent Discounted,pearl,Organic,Best Seller,0.2,0.18,0.38,2.0,0.12,0.38,0.07,0.1,0.27
Revenue,pearl,Organic,Past Month Sales Volume,26025.08,2827.28,687366.45,8.0,77540.7,807820.0,6.99,531.12,14393.2
Price,pearl,Organic,Past Month Sales Volume,15.31,12.97,9.99,218.0,15.3,289.97,1.97,9.29,14.99
Rating,pearl,Organic,Past Month Sales Volume,4.36,4.5,4.5,355.0,0.53,5.0,0.0,4.3,4.6
Reviews Count,pearl,Organic,Past Month Sales Volume,1662.9,226.0,4.0,21.0,4800.19,45855.0,1.0,49.0,981.25
Amount Discounted,pearl,Organic,Past Month Sales Volume,4.33,2.0,1.0,58.0,6.63,70.0,0.4,1.0,5.0
Percent Discounted,pearl,Organic,Past Month Sales Volume,0.19,0.17,0.2,18.0,0.13,0.77,0.05,0.1,0.25
Revenue,pearl,Organic,Prime,11418.2,619.38,9.99,62.0,47246.61,1090089.0,2.99,102.17,4126.77
Price,pearl,Organic,Prime,21.85,11.99,9.99,881.0,57.72,2151.69,1.97,8.99,15.99
Rating,pearl,Organic,Prime,4.21,4.4,4.5,1122.0,0.9,5.0,0.0,4.2,4.6
Reviews Count,pearl,Organic,Prime,667.54,45.0,1.0,389.0,2641.6,45855.0,1.0,9.0,267.0
Amount Discounted,pearl,Organic,Prime,3.6,2.0,1.0,215.0,5.17,70.0,-3.51,1.0,4.0
Percent Discounted,pearl,Organic,Prime,0.2,0.16,0.07,38.0,0.14,0.77,-0.47,0.1,0.25
Revenue,pearl,Paid,All,9392.07,516.18,189.81,3.0,36259.21,327789.0,8.99,120.18,2789.77
Price,pearl,Paid,All,55.42,18.98,9.99,13.0,119.39,1099.0,7.21,12.99,44.53
Rating,pearl,Paid,All,4.22,4.5,4.5,21.0,1.06,5.0,0.0,4.2,4.7
Reviews Count,pearl,Paid,All,186.73,19.5,1.0,12.0,500.76,3034.0,1.0,6.0,116.25
Amount Discounted,pearl,Paid,All,8.23,5.0,2.0,5.0,10.21,39.6,1.0,2.0,8.95
Percent Discounted,pearl,Paid,All,0.18,0.15,0.13,2.0,0.13,0.5,0.05,0.08,0.28
Revenue,pearl,Paid,Best Seller,,,,,,,,,
Price,pearl,Paid,Best Seller,,,,,,,,,
Rating,pearl,Paid,Best Seller,,,,,,,,,
Reviews Count,pearl,Paid,Best Seller,,,,,,,,,
Amount Discounted,pearl,Paid,Best Seller,,,,,,,,,
Percent Discounted,pearl,Paid,Best Seller,,,,,,,,,
Revenue,pearl,Paid,Past Month Sales Volume,9759.83,985.14,189.81,3.0,24209.84,123611.4,9.99,190.92,5576.42
Price,pearl,Paid,Past Month Sales Volume,17.48,13.74,9.99,5.0,11.5,59.4,7.21,10.24,18.11
Rating,pearl,Paid,Past Month Sales Volume,4.45,4.5,4.5,11.0,0.28,5.0,3.5,4.3,4.57
Reviews Count,pearl,Paid,Past Month Sales Volume,395.5,99.5,19.0,3.0,788.61,3034.0,1.0,19.0,218.25
Amount Discounted,pearl,Paid,Past Month Sales Volume,7.58,2.0,1.0,3.0,11.8,39.6,1.0,1.0,8.5
Percent Discounted,pearl,Paid,Past Month Sales Volume,0.18,0.13,0.13,2.0,0.12,0.4,0.05,0.08,0.24
Revenue,pearl,Paid,Prime,9696.52,584.55,189.81,3.0,36966.35,327789.0,8.99,125.91,2879.76
Price,pearl,Paid,Prime,47.89,18.99,9.99,12.0,75.3,589.0,7.21,12.99,43.16
Rating,pearl,Paid,Prime,4.2,4.5,4.5,20.0,1.07,5.0,0.0,4.2,4.7
Reviews Count,pearl,Paid,Prime,194.3,20.0,1.0,10.0,509.66,3034.0,1.0,6.0,119.0
Amount Discounted,pearl,Paid,Prime,8.23,5.0,2.0,5.0,10.21,39.6,1.0,2.0,8.95
Percent Discounted,pearl,Paid,Prime,0.18,0.15,0.13,2.0,0.13,0.5,0.05,0.08,0.28
Revenue,peridot,Organic,All,9060.11,854.91,99.99,23.0,44483.33,1284337.28,1.99,199.98,4180.0
Price,peridot,Organic,All,76.57,29.99,9.99,179.0,138.88,3300.0,0.99,15.88,74.0
Rating,peridot,Organic,All,4.09,4.4,5.0,704.0,1.2,5.0,0.0,4.1,4.7
Reviews Count,peridot,Organic,All,343.82,20.0,1.0,511.0,1289.83,26781.0,1.0,4.0,126.0
Amount Discounted,peridot,Organic,All,8.73,3.0,1.0,27.0,22.41,258.25,0.5,1.53,7.13
Percent Discounted,peridot,Organic,All,0.2,0.17,0.23,6.0,0.12,0.68,0.05,0.1,0.27
Revenue,peridot,Organic,Best Seller,298371.78,85804.11,807820.0,2.0,335332.31,807820.0,1925.59,5521.0,558826.98
Price,peridot,Organic,Best Seller,20.99,9.99,7.99,2.0,18.11,52.0,6.99,8.49,29.48
Rating,peridot,Organic,Best Seller,4.42,4.4,4.3,3.0,0.2,4.7,4.0,4.3,4.6
Reviews Count,peridot,Organic,Best Seller,10592.0,8589.0,15535.0,3.0,9731.98,26781.0,241.0,599.5,15535.0
Amount Discounted,peridot,Organic,Best Seller,11.4,13.0,13.0,2.0,8.5,24.0,3.0,4.0,13.0
Percent Discounted,peridot,Organic,Best Seller,0.27,0.23,0.2,2.0,0.08,0.37,0.2,0.2,0.33
Revenue,peridot,Organic,Past Month Sales Volume,68663.71,13385.42,153921.51,2.0,164060.87,1284337.28,41.97,3591.0,59762.78
Price,peridot,Organic,Past Month Sales Volume,20.2,13.99,9.99,23.0,19.39,129.99,4.99,9.99,21.12
Rating,peridot,Organic,Past Month Sales Volume,4.46,4.5,4.6,46.0,0.21,5.0,3.4,4.4,4.6
Reviews Count,peridot,Organic,Past Month Sales Volume,2668.52,839.0,167.0,3.0,4370.87,26781.0,3.0,283.75,3517.75
Amount Discounted,peridot,Organic,Past Month Sales Volume,8.67,3.0,1.0,7.0,16.92,84.5,0.7,1.19,7.0
Percent Discounted,peridot,Organic,Past Month Sales Volume,0.2,0.17,0.2,3.0,0.13,0.68,0.05,0.11,0.23
Revenue,peridot,Organic,Prime,11134.6,1259.82,99.99,21.0,49701.17,1284337.28,4.99,279.74,5822.95
Price,peridot,Organic,Prime,60.18,25.99,9.99,164.0,100.95,2705.91,2.99,14.91,59.99
Rating,peridot,Organic,Prime,4.21,4.4,4.5,482.0,0.98,5.0,0.0,4.2,4.6
Reviews Count,peridot,Organic,Prime,434.2,37.0,1.0,221.0,1443.5,26781.0,1.0,7.0,209.0
Amount Discounted,peridot,Organic,Prime,9.44,3.0,1.0,24.0,23.97,258.25,0.5,1.79,9.13
Percent Discounted,peridot,Organic,Prime,0.19,0.16,0.23,6.0,0.12,0.68,0.05,0.1,0.23
Revenue,peridot,Paid,All,5995.37,929.07,7.99,4.0,20546.67,287862.4,6.99,179.75,3568.3
Price,peridot,Paid,All,82.24,19.65,9.99,15.0,299.75,4376.98,4.99,10.96,57.47
Rating,peridot,Paid,All,4.16,4.4,4.5,40.0,1.06,5.0,0.0,4.1,4.6
Reviews Count,peridot,Paid,All,327.83,25.0,1.0,21.0,1400.48,20272.0,1.0,5.0,155.5
Amount Discounted,peridot,Paid,All,3.5,2.0,1.0,5.0,6.92,30.0,0.5,1.0,3.0
Percent Discounted,peridot,Paid,All,0.13,0.12,0.07,2.0,0.06,0.3,0.07,0.08,0.17
Revenue,peridot,Paid,Best Seller,884.41,884.41,884.41,1.0,,884.41,884.41,884.41,884.41
Price,peridot,Paid,Best Seller,14.99,14.99,14.99,1.0,,14.99,14.99,14.99,14.99
Rating,peridot,Paid,Best Seller,4.6,4.6,4.6,1.0,,4.6,4.6,4.6,4.6
Reviews Count,peridot,Paid,Best Seller,59.0,59.0,59.0,1.0,,59.0,59.0,59.0,59.0
Amount Discounted,peridot,Paid,Best Seller,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0
Percent Discounted,peridot,Paid,Best Seller,0.12,0.12,0.12,1.0,,0.12,0.12,0.12,0.12
Revenue,peridot,Paid,Past Month Sales Volume,8230.93,1524.91,1359.15,2.0,11913.51,42578.7,59.99,629.1,11662.22
Price,peridot,Paid,Past Month Sales Volume,17.94,13.99,13.99,5.0,13.51,59.99,5.99,11.99,15.99
Rating,peridot,Paid,Past Month Sales Volume,4.49,4.5,4.5,7.0,0.23,5.0,3.8,4.4,4.6
Reviews Count,peridot,Paid,Past Month Sales Volume,531.0,90.0,85.0,2.0,745.59,2881.0,1.0,59.0,978.0
Amount Discounted,peridot,Paid,Past Month Sales Volume,1.58,1.5,1.0,2.0,0.92,3.0,0.5,1.0,2.0
Percent Discounted,peridot,Paid,Past Month Sales Volume,0.14,0.12,0.08,1.0,0.08,0.3,0.08,0.09,0.14
Revenue,peridot,Paid,Prime,6457.94,1024.85,7.99,4.0,21913.71,287862.4,7.99,161.82,3927.04
Price,peridot,Paid,Prime,44.1,15.99,9.99,13.0,75.3,799.0,4.99,9.99,48.08
Rating,peridot,Paid,Prime,4.2,4.4,4.5,38.0,0.98,5.0,0.0,4.2,4.6
Reviews Count,peridot,Paid,Prime,361.44,27.5,1.0,14.0,1496.86,20272.0,1.0,7.0,185.0
Amount Discounted,peridot,Paid,Prime,3.5,2.0,1.0,5.0,6.92,30.0,0.5,1.0,3.0
Percent Discounted,peridot,Paid,Prime,0.13,0.12,0.07,2.0,0.06,0.3,0.07,0.08,0.17
Revenue,jade,Organic,All,8972.05,479.86,29.97,9.0,46673.72,995910.96,2.88,107.96,3013.32
Price,jade,Organic,All,34.96,17.99,9.99,111.0,59.28,900.0,1.39,11.98,29.99
Rating,jade,Organic,All,4.08,4.4,4.5,194.0,1.12,5.0,0.0,4.0,4.6
Reviews Count,jade,Organic,All,545.29,20.0,1.0,127.0,2814.81,51393.0,1.0,5.0,127.25
Amount Discounted,jade,Organic,All,5.25,3.0,1.0,19.0,10.67,117.01,0.47,2.0,5.35
Percent Discounted,jade,Organic,All,0.2,0.15,0.07,12.0,0.14,0.67,0.05,0.09,0.29
Revenue,jade,Organic,Best Seller,41843.42,6193.8,443.63,1.0,84997.43,267909.81,443.63,3544.06,9909.48
Price,jade,Organic,Best Seller,9.92,9.99,9.99,4.0,2.03,12.99,6.99,8.24,11.49
Rating,jade,Organic,Best Seller,4.43,4.5,4.6,4.0,0.23,4.8,4.0,4.3,4.6
Reviews Count,jade,Organic,Best Seller,5500.07,543.0,392.0,2.0,11723.11,35769.0,37.0,392.0,993.5
Amount Discounted,jade,Organic,Best Seller,4.81,4.5,2.04,1.0,2.55,8.5,2.04,3.0,6.0
Percent Discounted,jade,Organic,Best Seller,0.32,0.32,0.17,1.0,0.14,0.53,0.17,0.23,0.35
Revenue,jade,Organic,Past Month Sales Volume,43680.47,6955.6,255.84,2.0,101569.22,691918.71,9.99,1520.76,31771.28
Price,jade,Organic,Past Month Sales Volume,15.06,12.99,9.99,20.0,15.07,139.0,3.29,7.99,15.9
Rating,jade,Organic,Past Month Sales Volume,4.39,4.5,4.5,41.0,0.48,5.0,0.0,4.3,4.6
Reviews Count,jade,Organic,Past Month Sales Volume,3168.04,535.5,16.0,3.0,7236.98,51393.0,1.0,124.0,3389.5
Amount Discounted,jade,Organic,Past Month Sales Volume,4.85,3.0,1.0,5.0,5.94,30.22,0.5,1.5,6.0
Percent Discounted,jade,Organic,Past Month Sales Volume,0.23,0.2,0.13,4.0,0.17,0.67,0.05,0.11,0.32
Revenue,jade,Organic,Prime,9808.24,571.78,29.97,9.0,49408.09,995910.96,4.99,115.96,3443.17
Price,jade,Organic,Prime,33.37,17.0,9.99,106.0,60.12,900.0,3.29,9.99,28.99
Rating,jade,Organic,Prime,4.11,4.4,4.5,181.0,1.04,5.0,0.0,4.0,4.6
Reviews Count,jade,Organic,Prime,614.74,23.0,2.0,89.0,3012.48,51393.0,1.0,6.0,166.0
Amount Discounted,jade,Organic,Prime,5.13,3.0,1.0,18.0,11.01,117.01,0.47,2.0,5.3
Percent Discounted,jade,Organic,Prime,0.19,0.14,0.07,11.0,0.14,0.63,0.05,0.09,0.26
Revenue,jade,Paid,All,6704.47,1039.92,409.59,4.0,22833.1,256274.0,12.99,200.88,4319.49
Price,jade,Paid,All,39.37,21.24,19.99,12.0,57.33,570.0,3.99,13.99,38.9
Rating,jade,Paid,All,4.14,4.3,4.4,21.0,0.84,5.0,0.0,4.0,4.5
Reviews Count,jade,Paid,All,232.53,33.0,1.0,10.0,556.11,3858.0,1.0,8.0,134.25
Amount Discounted,jade,Paid,All,3.31,3.0,2.0,2.0,1.67,5.5,1.0,2.0,5.0
Percent Discounted,jade,Paid,All,0.2,0.2,0.07,1.0,0.1,0.38,0.07,0.12,0.24
Revenue,jade,Paid,Best Seller,61650.84,61650.84,61650.84,1.0,,61650.84,61650.84,61650.84,61650.84
Price,jade,Paid,Best Seller,15.98,15.98,15.98,1.0,,15.98,15.98,15.98,15.98
Rating,jade,Paid,Best Seller,4.5,4.5,4.5,1.0,,4.5,4.5,4.5,4.5
Reviews Count,jade,Paid,Best Seller,3858.0,3858.0,3858.0,1.0,,3858.0,3858.0,3858.0,3858.0
Amount Discounted,jade,Paid,Best Seller,,,,,,,,,
Percent Discounted,jade,Paid,Best Seller,,,,,,,,,
Revenue,jade,Paid,Past Month Sales Volume,17181.15,259.8,259.8,2.0,24077.46,61650.84,15.98,110.32,25005.38
Price,jade,Paid,Past Month Sales Volume,15.33,13.99,12.99,2.0,7.07,29.99,5.9,11.49,16.98
Rating,jade,Paid,Past Month Sales Volume,4.57,4.6,4.5,3.0,0.34,5.0,4.0,4.5,4.8
Reviews Count,jade,Paid,Past Month Sales Volume,941.0,20.0,2.0,2.0,1424.34,3858.0,2.0,13.5,1202.0
Amount Discounted,jade,Paid,Past Month Sales Volume,5.0,5.0,5.0,1.0,,5.0,5.0,5.0,5.0
Percent Discounted,jade,Paid,Past Month Sales Volume,0.38,0.38,0.38,1.0,,0.38,0.38,0.38,0.38
Revenue,jade,Paid,Prime,7113.86,1169.7,409.59,4.0,23923.7,256274.0,12.99,203.87,4419.99
Price,jade,Paid,Prime,34.27,19.99,19.99,12.0,55.79,570.0,3.99,13.49,35.49
Rating,jade,Paid,Prime,4.13,4.3,4.5,19.0,0.86,5.0,0.0,4.0,4.5
Reviews Count,jade,Paid,Prime,254.49,37.0,1.0,8.0,581.76,3858.0,1.0,12.0,175.5
Amount Discounted,jade,Paid,Prime,3.31,3.0,2.0,2.0,1.67,5.5,1.0,2.0,5.0
Percent Discounted,jade,Paid,Prime,0.2,0.2,0.07,1.0,0.1,0.38,0.07,0.12,0.24
Revenue,citrine,Organic,All,10724.9,1219.39,29.97,6.0,42612.59,995910.96,1.77,249.9,6292.0
Price,citrine,Organic,All,43.21,21.99,19.99,79.0,67.52,949.0,1.77,14.49,40.0
Rating,citrine,Organic,All,4.08,4.4,4.5,223.0,1.16,5.0,0.0,4.1,4.6
Reviews Count,citrine,Organic,All,430.99,42.0,1.0,91.0,1362.41,24904.0,1.0,9.0,238.0
Amount Discounted,citrine,Organic,All,8.22,3.0,2.0,15.0,27.52,250.75,0.5,2.0,6.0
Percent Discounted,citrine,Organic,All,0.16,0.13,0.1,12.0,0.11,0.7,0.05,0.1,0.2
Revenue,citrine,Organic,Best Seller,6519.98,2936.08,69.93,1.0,7618.17,19467.21,69.93,1818.99,9931.96
Price,citrine,Organic,Best Seller,11.99,9.99,9.99,2.0,6.66,24.99,5.99,9.24,11.49
Rating,citrine,Organic,Best Seller,4.22,4.3,4.3,2.0,0.29,4.5,3.7,4.15,4.38
Reviews Count,citrine,Organic,Best Seller,485.83,392.0,392.0,2.0,441.83,1208.0,7.0,200.75,682.25
Amount Discounted,citrine,Organic,Best Seller,,,,,,,,,
Percent Discounted,citrine,Organic,Best Seller,,,,,,,,,
Revenue,citrine,Organic,Past Month Sales Volume,31376.38,12951.99,69.93,1.0,45993.11,191393.5,69.93,2110.07,36028.34
Price,citrine,Organic,Past Month Sales Volume,14.63,13.99,9.99,6.0,6.84,34.97,3.92,9.99,18.95
Rating,citrine,Organic,Past Month Sales Volume,4.45,4.5,4.5,15.0,0.2,4.8,3.7,4.3,4.6
Reviews Count,citrine,Organic,Past Month Sales Volume,1921.68,1103.0,15.0,2.0,2585.83,14230.0,7.0,197.0,2493.25
