Title,Keyword,Search Type,Product Type,Mean,Median,Mode,Mode Freq,Std Dev,Max,Min,Percentile25,Percentile75
Rating,calcite,Organic,Prime,4.15,4.4,4.5,127.0,0.99,5.0,0.0,4.1,4.6
Reviews Count,calcite,Organic,Prime,636.56,89.0,1.0,40.0,1600.34,24904.0,1.0,13.0,488.0
Amount Discounted,calcite,Organic,Prime,3.2,2.0,1.0,8.0,2.73,13.0,1.0,1.42,4.0
Percent Discounted,calcite,Organic,Prime,0.17,0.13,0.05,5.0,0.11,0.5,0.05,0.1,0.23
Revenue,calcite,Paid,All,5616.48,1354.42,6.99,1.0,8507.9,30100.0,6.99,366.25,7919.61
Price,calcite,Paid,All,41.9,24.49,9.99,2.0,40.27,159.0,6.99,14.74,48.74
Rating,calcite,Paid,All,4.31,4.4,4.4,8.0,0.36,5.0,3.4,4.18,4.5
Reviews Count,calcite,Paid,All,229.64,53.0,3.0,3.0,485.06,2044.0,1.0,13.75,120.75
Amount Discounted,calcite,Paid,All,19.26,3.02,1.0,1.0,33.84,70.0,1.0,2.5,19.78
Percent Discounted,calcite,Paid,All,0.22,0.17,0.05,1.0,0.2,0.5,0.05,0.08,0.31
Revenue,calcite,Paid,Best Seller,,,,,,,,,
Price,calcite,Paid,Best Seller,,,,,,,,,
Rating,calcite,Paid,Best Seller,,,,,,,,,
Reviews Count,calcite,Paid,Best Seller,,,,,,,,,
Amount Discounted,calcite,Paid,Best Seller,,,,,,,,,
Percent Discounted,calcite,Paid,Best Seller,,,,,,,,,
Revenue,calcite,Paid,Past Month Sales Volume,1822.86,1822.86,1822.86,1.0,,1822.86,1822.86,1822.86,1822.86
Price,calcite,Paid,Past Month Sales Volume,15.99,15.99,15.99,1.0,,15.99,15.99,15.99,15.99
Rating,calcite,Paid,Past Month Sales Volume,4.5,4.5,4.5,1.0,,4.5,4.5,4.5,4.5
Reviews Count,calcite,Paid,Past Month Sales Volume,114.0,114.0,114.0,1.0,,114.0,114.0,114.0,114.0
Amount Discounted,calcite,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,calcite,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,calcite,Paid,Prime,5746.39,1579.49,6.99,1.0,8604.5,30100.0,6.99,409.39,7919.61
Price,calcite,Paid,Prime,38.2,24.49,9.99,2.0,34.91,140.0,6.99,14.74,41.24
Rating,calcite,Paid,Prime,4.3,4.4,4.4,7.0,0.34,5.0,3.4,4.18,4.5
Reviews Count,calcite,Paid,Prime,254.25,56.5,19.0,2.0,509.65,2044.0,1.0,18.5,159.5
Amount Discounted,calcite,Paid,Prime,19.26,3.02,1.0,1.0,33.84,70.0,1.0,2.5,19.78
Percent Discounted,calcite,Paid,Prime,0.22,0.17,0.05,1.0,0.2,0.5,0.05,0.08,0.31
Revenue,carnelian,Organic,All,7305.85,531.72,14.99,7.0,28718.84,360159.83,1.25,99.93,3434.82
Price,carnelian,Organic,All,21.4,15.99,9.99,115.0,18.57,199.0,1.25,11.99,24.67
Rating,carnelian,Organic,All,3.87,4.3,4.5,196.0,1.36,5.0,0.0,4.0,4.5
Reviews Count,carnelian,Organic,All,469.67,26.0,1.0,135.0,1729.36,23571.0,1.0,5.0,222.0
Amount Discounted,carnelian,Organic,All,3.31,2.85,2.0,12.0,2.12,10.0,0.85,1.98,5.0
Percent Discounted,carnelian,Organic,All,0.17,0.15,0.1,7.0,0.11,0.5,0.05,0.1,0.24
Revenue,carnelian,Organic,Best Seller,5724.58,3966.03,3196.0,2.0,3341.02,12067.92,2796.0,3264.08,7364.86
Price,carnelian,Organic,Best Seller,10.34,9.99,9.99,3.0,2.24,13.49,6.99,8.49,11.99
Rating,carnelian,Organic,Best Seller,4.44,4.45,4.3,3.0,0.22,4.7,4.0,4.3,4.6
Reviews Count,carnelian,Organic,Best Seller,542.2,400.0,400.0,3.0,276.83,1208.0,267.0,397.75,614.25
Amount Discounted,carnelian,Organic,Best Seller,6.0,6.0,6.0,1.0,,6.0,6.0,6.0,6.0
Percent Discounted,carnelian,Organic,Best Seller,0.32,0.32,0.32,1.0,,0.32,0.32,0.32,0.32
Revenue,carnelian,Organic,Past Month Sales Volume,42227.31,15823.81,3196.0,2.0,64729.51,329758.29,27.96,3528.08,50808.83
Price,carnelian,Organic,Past Month Sales Volume,13.99,12.99,9.99,11.0,6.57,39.99,5.75,9.99,14.99
Rating,carnelian,Organic,Past Month Sales Volume,4.4,4.5,4.5,23.0,0.26,5.0,3.4,4.3,4.6
Reviews Count,carnelian,Organic,Past Month Sales Volume,2855.51,941.5,400.0,3.0,4361.47,23571.0,4.0,317.5,3909.25
Amount Discounted,carnelian,Organic,Past Month Sales Volume,3.3,2.0,2.0,3.0,2.14,7.0,1.0,2.0,5.0
Percent Discounted,carnelian,Organic,Past Month Sales Volume,0.18,0.13,0.06,2.0,0.11,0.35,0.06,0.07,0.26
Revenue,carnelian,Organic,Prime,8387.11,758.67,14.99,6.0,30103.65,360159.83,3.99,119.94,4037.08
Price,carnelian,Organic,Prime,18.5,14.99,9.99,110.0,14.52,195.0,2.98,10.99,20.73
Rating,carnelian,Organic,Prime,3.95,4.3,4.5,175.0,1.24,5.0,0.0,4.0,4.5
Reviews Count,carnelian,Organic,Prime,552.3,45.0,1.0,77.0,1847.0,23571.0,1.0,8.0,304.0
Amount Discounted,carnelian,Organic,Prime,3.35,2.7,2.0,11.0,2.19,10.0,0.85,1.95,5.0
Percent Discounted,carnelian,Organic,Prime,0.18,0.15,0.05,6.0,0.11,0.5,0.05,0.1,0.24
Revenue,carnelian,Paid,All,6581.53,3719.11,129.87,1.0,8764.3,23333.03,129.87,932.84,7367.76
Price,carnelian,Paid,All,17.97,15.49,8.99,1.0,10.39,36.99,8.99,10.74,20.16
Rating,carnelian,Paid,All,4.47,4.45,4.4,2.0,0.14,4.7,4.3,4.4,4.5
Reviews Count,carnelian,Paid,All,340.83,138.5,13.0,1.0,484.31,1297.0,13.0,90.75,322.0
Amount Discounted,carnelian,Paid,All,,,,,,,,,
Percent Discounted,carnelian,Paid,All,,,,,,,,,
Revenue,carnelian,Paid,Best Seller,,,,,,,,,
Price,carnelian,Paid,Best Seller,,,,,,,,,
Rating,carnelian,Paid,Best Seller,,,,,,,,,
Reviews Count,carnelian,Paid,Best Seller,,,,,,,,,
Amount Discounted,carnelian,Paid,Best Seller,,,,,,,,,
Percent Discounted,carnelian,Paid,Best Seller,,,,,,,,,
Revenue,carnelian,Paid,Past Month Sales Volume,,,,,,,,,
Price,carnelian,Paid,Past Month Sales Volume,,,,,,,,,
Rating,carnelian,Paid,Past Month Sales Volume,,,,,,,,,
Reviews Count,carnelian,Paid,Past Month Sales Volume,,,,,,,,,
Amount Discounted,carnelian,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,carnelian,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,carnelian,Paid,Prime,6581.53,3719.11,129.87,1.0,8764.3,23333.03,129.87,932.84,7367.76
Price,carnelian,Paid,Prime,17.97,15.49,8.99,1.0,10.39,36.99,8.99,10.74,20.16
Rating,carnelian,Paid,Prime,4.47,4.45,4.4,2.0,0.14,4.7,4.3,4.4,4.5
Reviews Count,carnelian,Paid,Prime,340.83,138.5,13.0,1.0,484.31,1297.0,13.0,90.75,322.0
Amount Discounted,carnelian,Paid,Prime,,,,,,,,,
Percent Discounted,carnelian,Paid,Prime,,,,,,,,,
Revenue,fluorite,Organic,All,8023.83,855.64,19.98,6.0,23558.68,414009.0,1.04,158.69,5967.56
Price,fluorite,Organic,All,21.71,15.99,9.99,118.0,27.69,545.99,1.04,9.99,24.64
Rating,fluorite,Organic,All,4.02,4.4,4.5,212.0,1.2,5.0,0.0,4.1,4.5
Reviews Count,fluorite,Organic,All,479.47,51.0,1.0,90.0,1235.87,18017.0,1.0,9.0,366.25
Amount Discounted,fluorite,Organic,All,3.69,2.0,1.0,18.0,5.33,40.5,0.5,1.0,4.0
Percent Discounted,fluorite,Organic,All,0.18,0.14,0.05,11.0,0.13,0.67,0.05,0.08,0.28
Revenue,fluorite,Organic,Best Seller,7372.92,5904.09,1368.63,1.0,5950.26,17772.21,1368.63,3600.25,9318.17
Price,fluorite,Organic,Best Seller,10.49,9.99,9.99,5.0,1.22,12.99,9.99,9.99,9.99
Rating,fluorite,Organic,Best Seller,4.37,4.35,4.3,2.0,0.18,4.6,4.1,4.3,4.47
Reviews Count,fluorite,Organic,Best Seller,724.67,591.0,137.0,1.0,606.94,1779.0,137.0,300.25,932.75
Amount Discounted,fluorite,Organic,Best Seller,4.5,4.5,3.0,1.0,2.12,6.0,3.0,3.75,5.25
Percent Discounted,fluorite,Organic,Best Seller,0.28,0.28,0.23,1.0,0.06,0.32,0.23,0.25,0.3
Revenue,fluorite,Organic,Past Month Sales Volume,28141.25,9909.76,69.93,1.0,58612.14,414009.0,69.93,3467.74,25581.81
Price,fluorite,Organic,Past Month Sales Volume,14.39,12.16,9.99,19.0,9.21,78.5,3.93,9.99,15.82
Rating,fluorite,Organic,Past Month Sales Volume,4.41,4.4,4.5,19.0,0.21,5.0,3.7,4.3,4.5
Reviews Count,fluorite,Organic,Past Month Sales Volume,1580.4,724.5,293.0,2.0,2098.49,10717.0,6.0,290.5,1837.0
Amount Discounted,fluorite,Organic,Past Month Sales Volume,9.24,2.74,2.0,2.0,14.06,40.5,0.5,2.0,5.5
Percent Discounted,fluorite,Organic,Past Month Sales Volume,0.24,0.2,0.05,1.0,0.18,0.67,0.05,0.12,0.31
Revenue,fluorite,Organic,Prime,8968.36,1293.96,19.98,6.0,24986.98,414009.0,3.92,214.42,7186.5
Price,fluorite,Organic,Prime,19.95,15.09,9.99,114.0,22.64,446.25,3.92,9.99,21.99
Rating,fluorite,Organic,Prime,4.13,4.4,4.5,204.0,1.01,5.0,0.0,4.1,4.5
Reviews Count,fluorite,Organic,Prime,537.29,76.0,1.0,51.0,1306.34,18017.0,1.0,13.0,455.25
Amount Discounted,fluorite,Organic,Prime,3.41,2.0,1.0,18.0,4.62,40.5,0.5,1.0,4.0
Percent Discounted,fluorite,Organic,Prime,0.18,0.14,0.05,11.0,0.11,0.5,0.05,0.08,0.25
Revenue,fluorite,Paid,All,7303.02,1945.23,29.97,1.0,10176.75,30385.11,29.97,378.0,8158.4
Price,fluorite,Paid,All,22.75,15.99,9.99,3.0,17.21,70.99,7.99,11.98,23.99
Rating,fluorite,Paid,All,4.47,4.5,4.5,5.0,0.34,5.0,3.6,4.3,4.7
Reviews Count,fluorite,Paid,All,496.16,113.0,5.0,2.0,809.87,3192.0,1.0,21.0,566.0
Amount Discounted,fluorite,Paid,All,1.5,1.5,1.0,1.0,0.71,2.0,1.0,1.25,1.75
Percent Discounted,fluorite,Paid,All,0.1,0.1,0.08,1.0,0.03,0.12,0.08,0.09,0.11
Revenue,fluorite,Paid,Best Seller,,,,,,,,,
Price,fluorite,Paid,Best Seller,,,,,,,,,
Rating,fluorite,Paid,Best Seller,,,,,,,,,
Reviews Count,fluorite,Paid,Best Seller,,,,,,,,,
Amount Discounted,fluorite,Paid,Best Seller,,,,,,,,,
Percent Discounted,fluorite,Paid,Best Seller,,,,,,,,,
Revenue,fluorite,Paid,Past Month Sales Volume,11171.98,7961.36,4242.17,1.0,8976.6,21312.42,4242.17,6101.76,14636.89
Price,fluorite,Paid,Past Month Sales Volume,12.99,11.99,11.98,1.0,1.73,14.99,11.98,11.98,13.49
Rating,fluorite,Paid,Past Month Sales Volume,4.43,4.5,4.2,1.0,0.21,4.6,4.2,4.35,4.55
Reviews Count,fluorite,Paid,Past Month Sales Volume,908.67,664.0,283.0,1.0,777.43,1779.0,283.0,473.5,1221.5
Amount Discounted,fluorite,Paid,Past Month Sales Volume,1.5,1.5,1.0,1.0,0.71,2.0,1.0,1.25,1.75
Percent Discounted,fluorite,Paid,Past Month Sales Volume,0.1,0.1,0.08,1.0,0.03,0.12,0.08,0.09,0.11
Revenue,fluorite,Paid,Prime,7303.02,1945.23,29.97,1.0,10176.75,30385.11,29.97,378.0,8158.4
Price,fluorite,Paid,Prime,22.75,15.99,9.99,3.0,17.21,70.99,7.99,11.98,23.99
Rating,fluorite,Paid,Prime,4.47,4.5,4.5,5.0,0.34,5.0,3.6,4.3,4.7
Reviews Count,fluorite,Paid,Prime,496.16,113.0,5.0,2.0,809.87,3192.0,1.0,21.0,566.0
Amount Discounted,fluorite,Paid,Prime,1.5,1.5,1.0,1.0,0.71,2.0,1.0,1.25,1.75
Percent Discounted,fluorite,Paid,Prime,0.1,0.1,0.08,1.0,0.03,0.12,0.08,0.09,0.11
Revenue,hematite,Organic,All,5906.64,514.97,23.99,30.0,18952.18,362358.73,1.99,88.83,3182.07
Price,hematite,Organic,All,17.15,13.22,9.99,126.0,16.33,199.0,1.99,9.49,19.99
Rating,hematite,Organic,All,3.94,4.4,4.5,170.0,1.29,5.0,0.0,4.0,4.6
Reviews Count,hematite,Organic,All,422.33,37.0,1.0,135.0,1215.9,18127.0,1.0,6.0,249.5
Amount Discounted,hematite,Organic,All,4.9,3.0,1.0,15.0,6.2,40.0,0.5,1.58,5.0
Percent Discounted,hematite,Organic,All,0.23,0.2,0.12,7.0,0.13,0.69,0.05,0.12,0.3
Revenue,hematite,Organic,Best Seller,42265.22,9376.18,9376.18,3.0,84589.58,214854.57,2796.0,8203.18,9376.18
Price,hematite,Organic,Best Seller,11.82,11.99,11.99,3.0,3.6,17.99,6.99,10.49,11.99
Rating,hematite,Organic,Best Seller,4.43,4.4,4.4,4.0,0.14,4.7,4.3,4.4,4.4
Reviews Count,hematite,Organic,Best Seller,2578.5,782.0,782.0,4.0,4590.19,11943.0,400.0,782.0,782.0
Amount Discounted,hematite,Organic,Best Seller,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0
Percent Discounted,hematite,Organic,Best Seller,0.1,0.1,0.1,1.0,,0.1,0.1,0.1,0.1
Revenue,hematite,Organic,Past Month Sales Volume,19250.5,6026.65,683.24,3.0,34618.22,214854.57,9.99,1992.06,18393.56
Price,hematite,Organic,Past Month Sales Volume,16.22,13.99,9.99,12.0,10.1,59.95,4.99,9.99,18.99
Rating,hematite,Organic,Past Month Sales Volume,4.32,4.4,4.5,22.0,0.36,4.9,2.0,4.2,4.5
Reviews Count,hematite,Organic,Past Month Sales Volume,1157.06,504.0,76.0,3.0,1886.4,11943.0,1.0,146.0,1183.0
Amount Discounted,hematite,Organic,Past Month Sales Volume,4.26,2.72,2.0,6.0,4.23,15.0,0.9,2.0,5.0
Percent Discounted,hematite,Organic,Past Month Sales Volume,0.17,0.16,0.12,4.0,0.1,0.38,0.05,0.11,0.22
Revenue,hematite,Organic,Prime,7459.53,946.39,19.98,9.0,21283.54,362358.73,5.49,179.7,4961.43
Price,hematite,Organic,Prime,15.52,12.99,9.99,118.0,11.82,149.0,2.99,8.99,17.99
Rating,hematite,Organic,Prime,4.16,4.4,4.5,156.0,0.87,5.0,0.0,4.1,4.6
Reviews Count,hematite,Organic,Prime,531.22,78.0,1.0,47.0,1355.1,18127.0,1.0,14.0,412.0
Amount Discounted,hematite,Organic,Prime,5.07,3.0,1.0,15.0,6.7,40.0,0.5,1.5,5.0
Percent Discounted,hematite,Organic,Prime,0.22,0.2,0.12,7.0,0.13,0.69,0.05,0.12,0.29
Revenue,hematite,Paid,All,3820.72,1114.76,335.93,3.0,6780.13,32838.9,9.99,259.8,3883.14
Price,hematite,Paid,All,31.6,19.99,9.99,6.0,55.76,529.99,5.99,14.99,29.99
Rating,hematite,Paid,All,4.22,4.4,4.4,14.0,0.84,5.0,0.0,4.1,4.5
Reviews Count,hematite,Paid,All,266.77,53.0,7.0,6.0,686.58,4110.0,1.0,7.0,243.0
Amount Discounted,hematite,Paid,All,2.38,2.0,2.0,3.0,1.3,5.0,1.0,1.83,2.5
Percent Discounted,hematite,Paid,All,0.15,0.13,0.25,2.0,0.08,0.25,0.05,0.11,0.21
Revenue,hematite,Paid,Best Seller,,,,,,,,,
Price,hematite,Paid,Best Seller,,,,,,,,,
Rating,hematite,Paid,Best Seller,,,,,,,,,
Reviews Count,hematite,Paid,Best Seller,,,,,,,,,
Amount Discounted,hematite,Paid,Best Seller,,,,,,,,,
Percent Discounted,hematite,Paid,Best Seller,,,,,,,,,
Revenue,hematite,Paid,Past Month Sales Volume,4753.02,1888.95,259.8,1.0,6349.18,18458.28,259.8,765.63,3658.17
Price,hematite,Paid,Past Month Sales Volume,16.47,16.99,18.99,2.0,3.2,19.99,9.99,15.99,18.99
Rating,hematite,Paid,Past Month Sales Volume,4.31,4.4,4.1,2.0,0.35,4.8,3.6,4.1,4.5
Reviews Count,hematite,Paid,Past Month Sales Volume,321.0,114.0,20.0,1.0,456.22,1248.0,20.0,47.0,183.0
Amount Discounted,hematite,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,hematite,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,hematite,Paid,Prime,4144.03,1177.38,335.93,3.0,7084.92,32838.9,9.99,279.4,4175.51
Price,hematite,Paid,Prime,32.99,19.99,9.99,6.0,58.69,529.99,5.99,14.49,31.94
Rating,hematite,Paid,Prime,4.25,4.4,4.4,14.0,0.76,5.0,0.0,4.1,4.6
Reviews Count,hematite,Paid,Prime,291.99,53.0,7.0,6.0,721.01,4110.0,1.0,7.0,243.0
Amount Discounted,hematite,Paid,Prime,2.33,2.0,2.0,2.0,1.55,5.0,1.0,1.66,2.0
Percent Discounted,hematite,Paid,Prime,0.14,0.13,0.05,1.0,0.08,0.25,0.05,0.1,0.17
Revenue,jasper,Organic,All,5845.08,409.5,29.97,7.0,18071.49,324221.89,3.35,75.0,3212.3
Price,jasper,Organic,All,22.09,15.0,9.99,102.0,42.11,1289.0,1.99,9.99,24.94
Rating,jasper,Organic,All,3.9,4.4,4.5,200.0,1.45,5.0,0.0,4.0,4.6
Reviews Count,jasper,Organic,All,412.44,20.5,1.0,141.0,1194.74,12438.0,1.0,4.0,241.5
Amount Discounted,jasper,Organic,All,2.62,2.0,2.0,16.0,2.13,13.0,0.44,1.0,3.0
Percent Discounted,jasper,Organic,All,0.17,0.15,0.14,8.0,0.11,0.5,0.05,0.08,0.23
Revenue,jasper,Organic,Best Seller,4578.81,3806.19,9820.17,2.0,3331.97,9820.17,455.62,2213.1,6875.95
Price,jasper,Organic,Best Seller,10.17,9.99,9.99,5.0,1.49,12.49,7.99,9.74,10.99
Rating,jasper,Organic,Best Seller,4.39,4.3,4.3,4.0,0.25,4.8,4.0,4.3,4.55
Reviews Count,jasper,Organic,Best Seller,455.64,400.0,400.0,2.0,332.34,983.0,38.0,194.5,655.0
Amount Discounted,jasper,Organic,Best Seller,4.0,4.0,3.0,1.0,1.41,5.0,3.0,3.5,4.5
Percent Discounted,jasper,Organic,Best Seller,0.28,0.28,0.23,1.0,0.07,0.33,0.23,0.26,0.3
Revenue,jasper,Organic,Past Month Sales Volume,26449.46,7407.26,9820.17,2.0,38858.19,174007.62,11.92,2944.11,38655.65
Price,jasper,Organic,Past Month Sales Volume,15.34,13.49,9.99,5.0,8.3,49.0,5.96,9.99,16.99
Rating,jasper,Organic,Past Month Sales Volume,4.46,4.5,4.6,16.0,0.23,5.0,3.7,4.35,4.6
Reviews Count,jasper,Organic,Past Month Sales Volume,1807.1,664.0,72.0,2.0,2681.24,12438.0,2.0,178.5,2649.5
Amount Discounted,jasper,Organic,Past Month Sales Volume,2.96,1.5,1.0,5.0,3.47,13.0,0.5,1.0,3.25
Percent Discounted,jasper,Organic,Past Month Sales Volume,0.15,0.12,0.06,2.0,0.1,0.33,0.05,0.07,0.2
Revenue,jasper,Organic,Prime,7228.16,773.14,29.97,7.0,20299.69,324221.89,5.49,117.12,4593.48
Price,jasper,Organic,Prime,16.94,13.99,9.99,100.0,16.58,279.0,3.93,9.99,19.99
Rating,jasper,Organic,Prime,4.15,4.4,4.5,181.0,1.08,5.0,0.0,4.2,4.6
Reviews Count,jasper,Organic,Prime,528.4,54.5,1.0,52.0,1350.6,12438.0,1.0,8.0,355.0
Amount Discounted,jasper,Organic,Prime,2.66,2.0,2.0,15.0,2.15,13.0,0.44,1.0,3.0
Percent Discounted,jasper,Organic,Prime,0.18,0.15,0.14,8.0,0.11,0.5,0.05,0.1,0.23
Revenue,jasper,Paid,All,12923.8,2019.5,179.85,2.0,26299.87,174007.62,6.99,221.86,19178.8
Price,jasper,Paid,All,26.42,15.64,11.99,6.0,25.02,136.45,5.99,12.99,34.99
Rating,jasper,Paid,All,4.38,4.5,4.5,16.0,0.68,5.0,0.0,4.3,4.6
Reviews Count,jasper,Paid,All,835.41,76.0,1.0,4.0,1909.3,12438.0,1.0,15.0,829.75
Amount Discounted,jasper,Paid,All,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0
Percent Discounted,jasper,Paid,All,0.25,0.25,0.25,1.0,,0.25,0.25,0.25,0.25
Revenue,jasper,Paid,Best Seller,,,,,,,,,
Price,jasper,Paid,Best Seller,,,,,,,,,
Rating,jasper,Paid,Best Seller,,,,,,,,,
Reviews Count,jasper,Paid,Best Seller,,,,,,,,,
Amount Discounted,jasper,Paid,Best Seller,,,,,,,,,
Percent Discounted,jasper,Paid,Best Seller,,,,,,,,,
Revenue,jasper,Paid,Past Month Sales Volume,48967.7,26431.47,43984.14,2.0,56362.21,174007.62,15152.39,19607.07,43984.14
Price,jasper,Paid,Past Month Sales Volume,15.89,14.99,12.99,2.0,4.17,24.99,12.99,13.49,15.64
Rating,jasper,Paid,Past Month Sales Volume,4.43,4.5,4.2,2.0,0.17,4.6,4.2,4.3,4.55
Reviews Count,jasper,Paid,Past Month Sales Volume,3420.14,1653.0,3386.0,2.0,4118.45,12438.0,793.0,1142.5,3386.0
Amount Discounted,jasper,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,jasper,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,jasper,Paid,Prime,13357.75,2064.41,179.85,2.0,26961.98,174007.62,6.99,200.34,19397.06
Price,jasper,Paid,Prime,24.85,14.99,11.99,6.0,22.07,136.45,5.99,12.99,34.99
Rating,jasper,Paid,Prime,4.37,4.5,4.5,16.0,0.69,5.0,0.0,4.3,4.6
Reviews Count,jasper,Paid,Prime,864.1,77.0,1.0,4.0,1958.73,12438.0,1.0,15.0,817.5
Amount Discounted,jasper,Paid,Prime,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0
Percent Discounted,jasper,Paid,Prime,0.25,0.25,0.25,1.0,,0.25,0.25,0.25,0.25
Revenue,labradorite,Organic,All,4181.48,418.75,39.98,8.0,12393.88,161145.75,6.9,99.45,2627.46
Price,labradorite,Organic,All,24.44,19.99,19.99,83.0,19.26,234.0,3.25,13.99,29.12
Rating,labradorite,Organic,All,3.94,4.4,4.5,202.0,1.31,5.0,0.0,4.0,4.6
Reviews Count,labradorite,Organic,All,249.82,19.0,1.0,134.0,863.3,17925.0,1.0,4.0,126.25
Amount Discounted,labradorite,Organic,All,3.53,2.48,1.0,15.0,3.95,27.96,0.44,1.01,4.0
Percent Discounted,labradorite,Organic,All,0.16,0.13,0.1,12.0,0.11,0.7,0.05,0.1,0.2
Revenue,labradorite,Organic,Best Seller,5174.26,3196.0,295.63,1.0,5905.35,15632.18,295.63,983.72,7158.6
Price,labradorite,Organic,Best Seller,11.16,9.49,6.99,1.0,4.79,19.99,6.99,8.24,12.23
Rating,labradorite,Organic,Best Seller,4.48,4.5,4.3,2.0,0.17,4.7,4.3,4.32,4.6
Reviews Count,labradorite,Organic,Best Seller,383.33,400.0,400.0,2.0,305.33,782.0,37.0,128.5,582.25
Amount Discounted,labradorite,Organic,Best Seller,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0
Percent Discounted,labradorite,Organic,Best Seller,0.17,0.17,0.17,1.0,,0.17,0.17,0.17,0.17
Revenue,labradorite,Organic,Past Month Sales Volume,23099.45,7248.55,16.95,1.0,37035.39,161145.75,16.95,2287.71,21665.93
Price,labradorite,Organic,Past Month Sales Volume,15.21,12.95,9.99,6.0,8.19,49.99,3.25,9.99,18.45
Rating,labradorite,Organic,Past Month Sales Volume,4.39,4.5,4.5,10.0,0.3,5.0,3.4,4.3,4.6
Reviews Count,labradorite,Organic,Past Month Sales Volume,1692.59,448.0,290.0,2.0,3157.26,17925.0,1.0,145.0,1732.0
Amount Discounted,labradorite,Organic,Past Month Sales Volume,1.61,1.32,1.0,3.0,0.82,3.0,0.75,1.0,2.12
Percent Discounted,labradorite,Organic,Past Month Sales Volume,0.12,0.12,0.1,2.0,0.04,0.19,0.05,0.1,0.13
Revenue,labradorite,Organic,Prime,4715.2,551.76,39.98,8.0,13279.83,161145.75,6.9,119.97,3271.21
Price,labradorite,Organic,Prime,22.6,18.04,19.99,79.0,18.4,234.0,4.61,12.99,25.99
Rating,labradorite,Organic,Prime,4.03,4.4,4.5,181.0,1.17,5.0,0.0,4.0,4.5
Reviews Count,labradorite,Organic,Prime,290.26,28.0,2.0,71.0,943.85,17925.0,1.0,6.0,175.0
Amount Discounted,labradorite,Organic,Prime,3.69,2.5,1.0,14.0,4.16,27.96,0.44,1.01,5.0
Percent Discounted,labradorite,Organic,Prime,0.16,0.13,0.05,10.0,0.12,0.7,0.05,0.08,0.2
Revenue,labradorite,Paid,All,2454.45,1027.12,64.95,1.0,3569.55,12572.6,64.95,491.57,2428.86
Price,labradorite,Paid,All,23.49,19.99,16.99,3.0,10.97,50.99,12.99,16.99,25.74
Rating,labradorite,Paid,All,4.38,4.35,4.5,3.0,0.27,4.8,4.0,4.2,4.5
Reviews Count,labradorite,Paid,All,114.57,38.0,5.0,1.0,189.5,740.0,5.0,25.75,138.5
Amount Discounted,labradorite,Paid,All,,,,,,,,,
Percent Discounted,labradorite,Paid,All,,,,,,,,,
Revenue,labradorite,Paid,Best Seller,,,,,,,,,
Price,labradorite,Paid,Best Seller,,,,,,,,,
Rating,labradorite,Paid,Best Seller,,,,,,,,,
Reviews Count,labradorite,Paid,Best Seller,,,,,,,,,
Amount Discounted,labradorite,Paid,Best Seller,,,,,,,,,
Percent Discounted,labradorite,Paid,Best Seller,,,,,,,,,
Revenue,labradorite,Paid,Past Month Sales Volume,,,,,,,,,
Price,labradorite,Paid,Past Month Sales Volume,,,,,,,,,
Rating,labradorite,Paid,Past Month Sales Volume,,,,,,,,,
Reviews Count,labradorite,Paid,Past Month Sales Volume,,,,,,,,,
Amount Discounted,labradorite,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,labradorite,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,labradorite,Paid,Prime,2607.57,1118.6,64.95,1.0,3667.13,12572.6,64.95,574.75,2565.49
Price,labradorite,Paid,Prime,23.07,19.99,16.99,3.0,11.3,50.99,12.99,16.99,24.99
Rating,labradorite,Paid,Prime,4.38,4.4,4.5,3.0,0.28,4.8,4.0,4.2,4.5
Reviews Count,labradorite,Paid,Prime,122.15,40.0,5.0,1.0,195.01,740.0,5.0,28.0,151.0
Amount Discounted,labradorite,Paid,Prime,,,,,,,,,
Percent Discounted,labradorite,Paid,Prime,,,,,,,,,
Revenue,malachite,Organic,All,5595.69,547.75,19.99,7.0,18070.83,232092.33,2.38,113.96,3100.22
Price,malachite,Organic,All,28.33,19.99,19.99,61.0,29.68,288.75,2.38,13.99,29.99
Rating,malachite,Organic,All,3.98,4.4,4.5,154.0,1.3,5.0,0.0,4.0,4.6
Reviews Count,malachite,Organic,All,314.68,20.0,1.0,101.0,1055.42,17867.0,1.0,5.0,169.25
Amount Discounted,malachite,Organic,All,6.68,3.9,1.0,9.0,13.17,96.0,0.85,1.35,6.88
Percent Discounted,malachite,Organic,All,0.2,0.17,0.05,7.0,0.14,0.6,0.05,0.07,0.26
